Task_Size_X_MB,CPU_Cycles_Y
0.14595832492239283,0.1
0.629360649244586,5.163529219241224
0.14079360877799507,1.6235960966517398
0.997431440167856,3.762087317007464
0.5756394916337259,1.8643045763097041
0.5703783595577364,3.398058267371752
0.29881131512175996,4.190483833961137
0.4305675951544574,1.3824190852838234
0.3499663517219217,4.866411159531689
0.4713104039192778,1.2646001734777632
0.8432911584093212,7.324736236573832
0.7845777987120279,6.688761065854365
0.8642762281140893,4.908453019306133
0.9057538111361604,0.6276350849761689
0.2520005147032673,0.1
0.7847799766985599,1.6858914101396154
0.4581064322555317,3.0644807762756114
0.706517223733069,2.9537683146845843
0.45392223798581066,2.3117959509110735
0.48475325440779804,3.2044866282145246
0.5397932625654039,0.1
0.8413598251787582,8.102904756908266
0.16086104916793117,3.2079713000366996
0.8650494708939838,3.7968626554144436
0.7442807931389122,8.063978127263123
0.6413083705499154,5.688022142780892
0.44567089932919024,0.7913287214797526
0.608770938216494,2.473583415000503
0.7993183051249816,8.830907302610903
0.20067359162202233,0.1
0.3359852342827774,0.1
0.9458570791722877,4.435206647143358
0.6936981181968291,4.908751737289078
0.9407655410020505,4.715049935587503
0.47747271635423916,6.046327824666914
0.9617050799588344,6.553479517972253
0.9284879926630492,7.615409715338181
0.3568678202869886,6.8022490962946724
0.12371512533425166,0.39139866311021265
0.57371141589349,5.227984513268176
0.38141508314235095,3.119041377766307
0.17291191516038662,0.1
0.73011159647572,5.200150488032465
0.9032449330159937,6.164115828865808
0.9462702246500173,6.954279174017083
0.9007825072376685,3.7001043423094533
0.8882455626343305,4.389654741214814
0.9924881506491858,6.7281864482279445
0.8904445804846386,8.651014003013767
0.480449432653966,1.7400640464928534
0.4320696007930396,4.857509594607883
0.6756869997787306,5.171372879849823
0.8230034726073889,5.085808419709309
0.9866091689764247,5.7455760351205045
0.8559897247818463,9.451595740881366
0.6694380308079225,7.422370475414322
0.18684621783850203,2.256762345675668
0.39994803021203906,0.6800297423627544
0.18716942503631467,0.1
0.935614309296435,3.7717548494015563
0.6365559443338296,2.147536079555386
0.5508904622061834,2.2773895494191447
0.5220239972915366,6.144491032923197
0.8135851332911094,4.343356826346074
0.859818091151616,2.4216951351930462
0.6960612729039649,3.6713405045876324
0.76348909030867,5.770123940109609
0.5369178043806366,2.5869040643734476
0.9334265044551274,1.2657118818653457
0.7166441064513783,3.256056530012737
0.9357167584344697,6.389472476696584
0.6789746572411304,3.3504580282006167
0.18396037097582763,3.7210412766453076
0.9830565526598638,5.0568123181937645
0.5788671722461928,0.3855521018546515
0.8694652705450775,1.9679894169060859
0.6246374004660264,5.456224263003243
0.7536664858623878,3.0653764926899165
0.32791419397514027,2.1660457262723387
0.6940191642793083,6.721420896557214
0.9784744278452717,9.610626738478688
0.956189057583189,5.075078418614643
0.3290835182701173,6.345344922848819
0.6160350252684634,5.56393063896741
0.18247984320946703,4.51032822503482
0.402868853475315,2.6266532020038476
0.38714323854126553,0.1
0.5154775033091029,2.9950291641084905
0.8360213175575246,5.887098427255084
0.43028851005482105,3.7468717415149397
0.3744273549513579,2.3236654126725607
0.7069631980107979,1.4460823645033418
0.8903112394699723,5.227931614087487
0.7078395457773187,4.144647335883219
0.841593798669851,3.807215634331374
0.6510840332989832,6.665916882352943
0.5384588983948512,2.56940072112127
0.6259942153690478,2.5524165134761327
0.9606678058395045,4.784745007032719
0.5337490932764675,3.4362473756911935
0.4126347094045809,7.324526504038804
0.5925236882407642,3.3013172194621827
0.2513275758963081,1.4277673586100013
0.9681305480169867,6.260204795085273
0.6336857028879593,0.6367979865336717
0.9086386958963434,6.322106725605426
0.5705898062959359,2.1419027095711014
0.35774645277183437,3.133389065553279
0.8731515581615383,4.26708640778021
0.17530128731766798,1.0565978788489492
0.6786548319006032,1.3035622521402521
0.9343708783198114,4.597009084306113
0.18953555496878904,0.1
0.32694021113106725,1.3226314039567182
0.7586651557174577,0.1
0.41505894187266223,1.5022061582436734
0.5415636874837632,4.518101320028468
0.1666312511380451,2.8143020304235526
0.6431495209458784,4.46849772926554
0.5691552803596743,2.8971687255209666
0.23267726521825285,0.1022575774969412
0.8317672815568239,2.564815372077275
0.30870546639434393,5.759485261650817
0.48098645248201666,1.1322733436505468
0.9142428406330315,4.336025579265721
0.8732032752303978,2.4825025268057535
0.3813203158723656,3.832598667816309
0.41273007394406636,4.254016695067726
0.7655465635079357,4.3169828182129955
0.508593048880233,1.8207960689296308
0.2862319673656611,0.7696710863112368
0.6134265887622041,4.964654328038711
0.9570481200041219,4.950935171547398
0.2874465633285659,2.625841068295257
0.35629161290287326,0.1
0.10464622688960946,1.1582705608963755
0.13217938322059924,2.9626054731358527
0.5545291452873226,4.30692188876079
0.5185466120609608,3.3218260565236646
0.15261529449860978,1.8400265530627
0.41614887872898154,4.5431269777273116
0.44132998292563774,1.820102871443789
0.10685228130038171,2.5765311806956834
0.17354098195080442,0.1
0.8090730414564888,4.980850490752652
0.36914987566633817,4.811993776995555
0.317615872675595,1.9018411246644567
0.8230822037039802,3.6250350433861414
0.9486404669364477,6.463643625313285
0.4061269422333036,5.92070644054637
0.16904656876469742,2.986097008281109
0.4256377613773016,1.0868294769615248
0.7701210931753723,0.9099579364008452
0.2956602672515107,4.3060785495938285
0.1820533271504507,0.1234757668800468
0.868615631868781,2.303849343226698
0.17945362082988192,6.824937318792484
0.5919463159767985,5.348583303608562
0.598522455025124,1.695147458318136
0.7540169154880467,6.450129996993153
0.11306076459886955,2.8242763257812795
0.19924778817416575,2.2336792322390053
